SPCD,COMMON_NAME,GENUS,MYCO_ASSO,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_SRS,SFTWD_HRDWD,EAST,WEST,CARIBBEAN,ref
507,fanleaf hawthorn,Crataegus,EITHER,flabellata,,,CRFL,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
508,oneseed hawthorn,Crataegus,EITHER,monogyna,,,CRMO3,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
509,scarlet hawthorn,Crataegus,EITHER,pedicellata,,,CRPE,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
510,eucalyptus spp.,Eucalyptus,EITHER,spp.,,,EUCAL,42,54,,4,26,148,,,X,H,E,W,C,10.1111/nph.12221
511,Tasmanian bluegum,Eucalyptus,EITHER,globulus,,,EUGL,43,54,,4,26,148,,,X,H,,W,C,10.1111/nph.12221
513,grand eucalyptus,Eucalyptus,EITHER,grandis,,,EUGR12,43,54,,4,26,148,,,X,H,E,,C,10.1111/nph.12221
514,swampmahogany,Eucalyptus,EITHER,robusta,,,EURO2,43,54,,4,37,148,,,X,H,E,,C,10.1111/nph.12221
550,honeylocust spp.,Gleditsia,EITHER,spp.,,,GLEDI,42,,,4,37,221,X,X,X,H,E,,,10.1111/nph.12221
551,waterlocust,Gleditsia,EITHER,aquatica,,,GLAQ,42,,,4,25,151,X,,X,H,E,,,10.1111/nph.12221
552,honeylocust,Gleditsia,EITHER,triacanthos,,,GLTR,42,,,4,27,101,X,X,X,H,E,,,10.1111/nph.12221
740,cottonwood and poplar spp.,Populus,EITHER,spp.,,,POPUL,37,,,3,36,221,X,X,X,H,E,W,,10.1111/nph.12221
741,balsam poplar,Populus,EITHER,balsamifera,,,POBA2,37,,,3,32,117,X,X,X,H,E,W,,10.1111/nph.12221
742,eastern cottonwood,Populus,EITHER,deltoides,,,PODE3,37,,,3,36,118,X,X,X,H,E,,,10.1111/nph.12221
743,bigtooth aspen,Populus,EITHER,grandidentata,,,POGR4,37,,,3,32,119,X,X,X,H,E,,,10.1111/nph.12221
744,swamp cottonwood,Populus,EITHER,heterophylla,,,POHE4,37,,,3,36,118,X,X,X,H,E,,,10.1111/nph.12221
745,plains cottonwood,Populus,EITHER,deltoides,,monilifera,PODEM,37,,,3,36,118,X,,X,H,E,W,,10.1111/nph.12221
746,quaking aspen,Populus,EITHER,tremuloides,,,POTR5,37,,,3,32,119,X,X,X,H,E,W,,10.1111/nph.12221
747,black cottonwood,Populus,EITHER,balsamifera,,trichocarpa,POBAT,37,,,4,36,137,X,,,H,,W,,10.1111/nph.12221
748,Fremont cottonwood,Populus,EITHER,fremontii,,,POFR2,37,,,4,36,118,,,X,H,,W,,10.1111/nph.12221
749,narrowleaf cottonwood,Populus,EITHER,angustifolia,,,POAN3,37,,,3,36,118,X,,X,H,,W,,10.1111/nph.12221
752,silver poplar,Populus,EITHER,alba,,,POAL7,37,,,3,36,118,X,X,X,H,E,,,10.1111/nph.12221
753,Lombardy poplar,Populus,EITHER,nigra,,,PONI,37,,,3,36,146,X,X,X,H,E,,,10.1111/nph.12221
855,sheoak spp.,Casuarina,EITHER,spp.,,,CASUA,43,54,,3,37,227,,,X,H,E,,C,10.1111/nph.12221
856,gray sheoak,Casuarina,EITHER,glauca,,,CAGL11,43,54,,3,37,227,,,X,H,E,,C,10.1111/nph.12221
857,belah,Casuarina,EITHER,lepidophloia,,,CALE28,43,54,,3,37,227,,,X,H,E,,C,10.1111/nph.12221
882,"beeftree, longleaf blolly",Guapira,EITHER,discolor,,,GUDI,43,54,,3,37,227,,,X,H,E,,C,10.1111/nph.12221
901,black locust,Robinia,EITHER,pseudoacacia,,,ROPS,42,,,4,29,122,X,X,X,H,E,W,,10.1111/nph.12221
902,New Mexico locust,Robinia,EITHER,neomexicana,,,RONE,48,,,4,38,160,,,X,H,,W,,10.1111/nph.12221
920,willow spp.,Salix,EITHER,spp.,,,SALIX,43,54,,3,37,123,X,X,X,H,E,W,C,10.1111/nph.12221
921,peachleaf willow,Salix,EITHER,amygdaloides,,,SAAM2,43,,,3,25,123,X,X,X,H,E,W,,10.1111/nph.12221
923,Bebb willow,Salix,EITHER,bebbiana,,,SABE2,43,,,3,25,123,X,X,X,H,E,W,,10.1111/nph.12221
924,Bonpland willow,Salix,EITHER,bonplandiana,,,SABO,41,,,3,25,123,,,X,H,,W,,10.1111/nph.12221
925,coastal plain willow,Salix,EITHER,caroliniana,,,SACA5,43,,,3,25,123,X,X,X,H,E,,,10.1111/nph.12221
926,balsam willow,Salix,EITHER,pyrifolia,,,SAPY,43,,,3,25,123,X,X,,H,E,,,10.1111/nph.12221
928,Scouler's willow,Salix,EITHER,scouleriana,,,SASC,41,,,3,25,123,X,,,H,,W,,10.1111/nph.12221
929,weeping willow,Salix,EITHER,sepulcralis,,,SASE10,41,,,3,25,123,X,X,X,H,E,,,10.1111/nph.12221
934,mountain-ash spp.,Sorbus,EITHER,spp.,,,SORBU,43,,,4,37,221,X,X,X,H,E,,,10.1111/nph.12221
935,American mountain-ash,Sorbus,EITHER,americana,,,SOAM3,43,,,4,25,221,X,X,X,H,E,,,10.1111/nph.12221
936,European mountain-ash,Sorbus,EITHER,aucuparia,,,SOAU,43,,,4,25,146,,X,X,H,E,,,10.1111/nph.12221
937,northern mountain-ash,Sorbus,EITHER,decora,,,SODE3,43,,,4,25,221,X,X,,H,E,,,10.1111/nph.12221
992,melaleuca,Melaleuca,EITHER,quinquenervia,,,MEQU,41,54,,3,1,145,,,X,H,E,,C,10.1111/nph.12221
5091,Washington hawthorn,Crataegus,EITHER,phaenopyrum,,,CRPH,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
5092,fleshy hawthorn,Crataegus,EITHER,succulenta,,,CRSU5,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
5093,dwarf hawthorn,Crataegus,EITHER,uniflora,,,CRUN,43,,,4,29,101,X,X,X,H,E,,,10.1111/nph.12221
6433,river sheoak,Casuarina,EITHER,cunninghamiana,,,CACU8,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6434,beach sheoak,Casuarina,EITHER,equisetifolia,,,CAEQ,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6930,Ceylon gooseberry,Dovyalis,EITHER,hebecarpa,,,DOHE2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7034,Indonesian gum,Eucalyptus,EITHER,deglupta,,,EUDE2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7043,spotted gum,Eucalyptus,EITHER,maculata,,,EUMA23,54,54,,3,37,993,,,X,H,,,C,10.1111/nph.12221
7046,gray ironbark,Eucalyptus,EITHER,paniculata,,,EUPA,54,54,,3,37,993,,,X,H,,,C,10.1111/nph.12221
7049,redmahogany,Eucalyptus,EITHER,resinifera,,,EURE2,54,54,,3,37,993,,,X,H,,,C,10.1111/nph.12221
7053,Sydney bluegum,Eucalyptus,EITHER,saligna,,,EUSA,54,54,,3,37,993,,,X,H,,,C,10.1111/nph.12221
7184,governor's plum,Flacourtia,EITHER,indica,,,FLIN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7185,batoko plum,Flacourtia,EITHER,inermis,,,FLIN3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7202,West Indian buckthorn,Frangula,EITHER,sphaerosperma,,,FRSPL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7268,Graffenrieda ottoschulzii,Graffenrieda,EITHER,ottoschulzii,,,GROT,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7285,black mampoo,Guapira,EITHER,fragrans,,,GUFR,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7286,corcho prieto,Guapira,EITHER,obtusata,,,GUOB,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7422,white cogwood,Homalium,EITHER,racemosum,,,HORA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7530,cuero de rana,Laetia,EITHER,procera,,,LAPR2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7604,lunania,Lunania,EITHER,spp.,,,LUNAN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7606,Lunania ekmanii,Lunania,EITHER,ekmanii,,,LUEK,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7886,red rodwood,Myrcia,EITHER,citrifolia,,,MYCI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7887,cieneguillo,Myrcia,EITHER,deflexa,,,MYDE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7888,curame,Myrcia,EITHER,fallax,,,MYFA3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7889,guayabacon,Myrcia,EITHER,leptoclada,,,MYLE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7890,ausu,Myrcia,EITHER,paganii,,,MYPA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7891,punchberry,Myrcia,EITHER,splendens,,,MYSP,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7893,twinberry,Myrcianthes,EITHER,fragrans,,,MYFR,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7895,guavaberry,Myrciaria,EITHER,floribunda,,,MYFL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8175,allspice,Pimenta,EITHER,dioica,,,PIDI2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8177,bayrumtree,Pimenta,EITHER,racemosa,,,PIRA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8178,bayrumtree,Pimenta,EITHER,racemosa,grisea,,PIRAG,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8340,guasimilla,Prockia,EITHER,crucis,,,PRCR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8501,Salix humboldtiana,Salix,EITHER,humboldtiana,,,SAHU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8556,guayabilla,Samyda,EITHER,dodecandra,,,SADO7,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8887,bastard briziletto,Weinmannia,EITHER,pinnata,,,WEPI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
711,sourwood,Oxydendrum,ERM,arboreum,,,OXAR,43,,,4,25,101,X,X,X,H,E,,,10.1111/nph.12221
7608,St. Thomas staggerbush,Lyonia,ERM,rubiginosa,,,LYRU2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7019,swamp-redwood,Erythroxylum,NM,areolatum,,,ERAR17,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7021,ratwood,Erythroxylum,NM,rotundifolium,,,ERRO3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7022,rufous false cocaine,Erythroxylum,NM,rufum,,,ERRU4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7024,Urban's false cocaine,Erythroxylum,NM,urbanii,,,ERUR4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7273,silkoak,Grevillea,NM,robusta,,,GRRO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7442,stinkingtoe,Hymenaea,NM,courbaril,,,HYCO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
815,Oregon white oak,Quercus,ECM,garryana,,,QUGA4,43,NA,NA,4,29,140,,,,H,,W,,10.1139/b03-117
431,"giant chinkapin, golden chinkapin",Chrysolepis,ECM,chrysophylla,chrysophylla,,CHCHC4,43,NA,NA,3,29,133,,,,H,,W,,http://ir.library.oregonstate.edu/xmlui/handle/1957/57949
211,redwood,Sequoia,AM,sempervirens,,,SESE3,9,NA,NA,2,19,32,,,,S,,W,,10.1007/s00572-005-0033-6
242,western redcedar,Thuja,AM,plicata,,,THPL,9,NA,NA,2,18,11,,,,S,,W,,10.1007/s00572-005-0033-6
101,whitebark pine,Pinus,ECM,albicaulis,,,PIAL,9,NA,NA,1,10,19,,,,S,,W,,10.1007/s00572-005-0033-6
103,knobcone pine,Pinus,ECM,attenuata,,,PIAT,9,NA,NA,1,8,21,,,,S,,W,,10.1007/s00572-005-0033-6
109,Coulter pine,Pinus,ECM,coulteri,,,PICO3,9,NA,NA,1,10,24,,,,S,,W,,10.1007/s00572-005-0033-6
112,Apache pine,Pinus,ECM,engelmannii,,,PIEN2,9,NA,NA,1,10,40,,,,S,,W,,10.1007/s00572-005-0033-6
11,Pacific silver fir,Abies,ECM,amabilis,,,ABAM,9,NA,NA,2,18,1,,,,S,,W,,10.1007/s00572-005-0033-6
14,Santa Lucia or bristlecone fir,Abies,ECM,bracteata,,,ABBR,9,NA,NA,2,18,2,,,,S,,W,,10.1007/s00572-005-0033-6
17,grand fir,Abies,ECM,grandis,,,ABGR,9,NA,NA,2,18,3,,,,S,,W,,10.1007/s00572-005-0033-6
20,California red fir,Abies,ECM,magnifica,,,ABMA,9,NA,NA,2,18,5,,,,S,,W,,10.1007/s00572-005-0033-6
22,noble fir,Abies,ECM,procera,,,ABPR,9,NA,NA,2,18,7,,,,S,,W,,10.1007/s00572-005-0033-6
21,Shasta red fir,Abies,ECM,shastensis,,,ABSH,9,NA,NA,2,18,5,,,,S,,W,,10.1007/s00572-005-0033-6
116,Jeffrey pine,Pinus,ECM,jeffreyi,,,PIJE,9,NA,NA,1,10,36,,,,S,,W,,10.1007/s00572-005-0033-6
117,sugar pine,Pinus,ECM,lambertiana,,,PILA,9,NA,NA,1,10,27,,,,S,,W,,10.1007/s00572-005-0033-6
142,Great Basin bristlecone pine,Pinus,ECM,longaeva,,,PILO,9,NA,NA,1,10,20,,,,S,,W,,10.1007/s00572-005-0033-6
119,western white pine,Pinus,ECM,monticola,,,PIMO3,9,NA,NA,1,8,28,,,,S,,W,,10.1007/s00572-005-0033-6
127,gray or California foothill pine,Pinus,ECM,sabiniana,,,PISA2,9,NA,NA,1,38,163,,,,S,,W,,10.1007/s00572-005-0033-6
98,Sitka spruce,Picea,ECM,sitchensis,,,PISI,9,NA,NA,2,18,18,,,,S,,W,,10.1007/s00572-005-0033-6
72,subalpine larch,Larix,ECM,lyallii,,,LALY,9,NA,NA,2,2,40,,,,S,,W,,10.1007/s00572-005-0033-6
73,western larch,Larix,ECM,occidentalis,,,LAOC,9,NA,NA,2,2,13,,,,S,,W,,10.1007/s00572-005-0033-6
631,tanoak,Lithocarpus,ECM,densiflorus,,,LIDE3,43,NA,NA,4,25,136,,,,H,,W,,10.1007/s00572-005-0033-6
263,western hemlock,Tsuga,ECM,heterophylla,,,TSHE,9,NA,NA,2,18,34,,,,S,,W,,10.1007/s00572-005-0033-6
264,mountain hemlock,Tsuga,ECM,mertensiana,,,TSME,9,NA,NA,2,18,35,,,,S,,W,,10.1007/s00572-005-0033-6
361,Pacific madrone,Arbutus,EITHER,menziesii,,,ARME,43,NA,NA,4,37,132,,,,H,,W,,10.1007/s00572-005-0033-6
299,Unknown dead conifer,Tree,UNK,evergreen,,,2TE,9,52,,2,20,220,X,X,X,S,E,W,C,
712,"paulownia, empress-tree",Paulownia,UNK,tomentosa,,,PATO2,41,,,3,27,144,X,X,X,H,E,,,
998,Unknown dead hardwood,Tree,UNK,broadleaf,,,2TB,43,54,,3,37,221,X,X,X,H,E,W,C,
999,Other or unknown live tree,Tree,UNK,unknown,,,2TREE,43,54,,3,37,221,X,X,X,H,E,W,C,
6137,Antidesma bunius,Antidesma,UNK,bunius,,,ANBU3,54,54,,3,37,980,,,X,H,,,C,
6270,West Indian sumac,Brunellia,UNK,comocladiifolia,,,BRCO6,54,54,,3,37,980,,,X,H,,,C,
6294,cafe falso,Bunchosia,UNK,glandulifera,,,BUGL2,54,54,,3,37,980,,,X,H,,,C,
6295,cafe forastero,Bunchosia,UNK,glandulosa,,,BUGL,54,54,,3,37,984,,,X,H,,,C,
6297,Bunchosia polystachia,Bunchosia,UNK,polystachia,,,BUPO5,54,54,,3,37,980,,,X,H,,,C,
6308,maricao cimun,Byrsonima,UNK,crassifolia,,,BYCR,54,54,,3,37,984,,,X,H,,,C,
6311,Long Key locustberry,Byrsonima,UNK,lucida,,,BYLU,54,54,,3,37,984,,,X,H,,,C,
6313,doncella,Byrsonima,UNK,spicata,,,BYSP,54,54,,3,37,985,,,X,H,,,C,
6315,almendrillo,Byrsonima,UNK,wadsworthii,,,BYWA,54,54,,3,37,987,,,X,H,,,C,
6350,degame,Calycophyllum,UNK,candidissimum,,,CACA73,54,54,,3,37,980,,,X,H,,,C,
6380,wild cinnamon,Canella,UNK,winteriana,,,CAWI,54,54,,3,37,984,,,X,H,,,C,
6862,swamp titi,Cyrilla,UNK,racemiflora,,,CYRA,54,54,,3,37,987,,,X,H,,,C,
6871,burn nose,Daphnopsis,UNK,americana,,,DAAM2,54,54,,3,37,985,,,X,H,,,C,
6872,Heller's cieneguillo,Daphnopsis,UNK,helleriana,,,DAHE2,54,54,,3,37,980,,,X,H,,,C,
6873,emajagua de sierra,Daphnopsis,UNK,philippiana,,,DAPH,54,54,,3,37,986,,,X,H,,,C,
6932,fragrant dracaena,Dracaena,UNK,fragrans,,,DRFR2,54,54,,3,37,986,,,X,H,,,C,
7327,palo de hueso,Haenianthus,UNK,salicifolius,,,HASAO,54,54,,3,37,980,,,X,H,,,C,
7330,scarletbush,Hamelia,UNK,patens,,,HAPA3,54,54,,3,37,980,,,X,H,,,C,
7341,cigarbush,Hedyosmum,UNK,arborescens,,,HEAR,54,54,,3,37,980,,,X,H,,,C,
7366,mago,Hernandia,UNK,sonora,,,HESO,54,54,,3,37,984,,,X,H,,,C,
7438,cedro macho,Hyeronima,UNK,clusioides,,,HYCL,54,54,,3,37,985,,,X,H,,,C,
7643,Singapore holly,Malpighia,UNK,coccigera,,,MACO11,54,54,,3,37,980,,,X,H,,,C,
7644,Barbados cherry,Malpighia,UNK,emarginata,,,MAEM,54,54,,3,37,980,,,X,H,,,C,
7645,palo bronco,Malpighia,UNK,fucata,,,MAFU2,54,54,,3,37,980,,,X,H,,,C,
7646,wild crapemyrtle,Malpighia,UNK,glabra,,,MAGL6,54,54,,3,37,980,,,X,H,,,C,
7647,cowhage cherry,Malpighia,UNK,infestissima,,,MAIN5,54,54,,3,37,980,,,X,H,,,C,
7648,bastard cherry,Malpighia,UNK,linearis,,,MALI2,54,54,,3,37,980,,,X,H,,,C,
7652,mammee apple,Mammea,UNK,americana,,,MAAM2,54,54,,3,37,985,,,X,H,,,C,
7662,bulletwood,Manilkara,UNK,bidentata,,,MABI5,54,54,,3,37,986,,,X,H,,,C,
7663,Surinam bulletwood,Manilkara,UNK,bidentata,,surinamensis,MABIS,54,54,,3,37,980,,,X,H,,,C,
7667,wild dilly,Manilkara,UNK,jaimiqui,,,MAJA2,54,54,,3,37,980,,,X,H,,,C,
7669,zapote de costa,Manilkara,UNK,pleeana,,,MAPL2,54,54,,3,37,980,,,X,H,,,C,
7673,nisperillo,Manilkara,UNK,valenzuela,,,MAVA3,54,54,,3,37,980,,,X,H,,,C,
7674,sapodilla,Manilkara,UNK,zapota,,,MAZA,54,54,,3,37,980,,,X,H,,,C,
7682,bastard hogberry,Margaritaria,UNK,nobilis,,,MANO,54,54,,3,37,985,,,X,H,,,C,
7763,aguacatillo,Meliosma,UNK,herbertii,,,MEHE,54,54,,3,37,986,,,X,H,,,C,
7764,cacaillo,Meliosma,UNK,obtusifolia,,,MEOB2,54,54,,3,37,980,,,X,H,,,C,
7857,ratapple,Morisonia,UNK,americana,,,MOAM,54,54,,3,37,985,,,X,H,,,C,
7867,strawberrytree,Muntingia,UNK,calabura,,,MUCA4,54,54,,3,37,980,,,X,H,,,C,
8088,common screwpine,Pandanus,UNK,utilis,,,PAUT,54,54,,3,37,980,,,X,H,,,C,
8125,butter tree,Pentadesma,UNK,butyracea,,,PEBU4,54,54,,3,37,980,,,X,H,,,C,
8127,jiqi,Pera,UNK,bumeliifolia,,,PEBU2,54,54,,3,37,980,,,X,H,,,C,
8141,bastard stopper,Petitia,UNK,domingensis,,,PEDO,54,54,,3,37,985,,,X,H,,,C,
8164,Florida bitterbush,Picramnia,UNK,pentandra,,,PIPE,54,54,,3,37,985,,,X,H,,,C,
8255,chupa gallo,Pleodendron,UNK,macranthum,,,PLMA6,54,54,,3,37,980,,,X,H,,,C,
8546,amansa guapo,Savia,UNK,sessiliflora,,,SASE6,54,54,,3,37,985,,,X,H,,,C,
8571,arana,Schoepfia,UNK,arenaria,,,SCAR2,54,54,,3,37,980,,,X,H,,,C,
8572,white beefwood,Schoepfia,UNK,obovata,,,SCOB,54,54,,3,37,986,,,X,H,,,C,
8573,gulf graytwig,Schoepfia,UNK,schreberi,,,SCSC3,54,54,,3,37,980,,,X,H,,,C,
8676,bay cedar,Suriana,UNK,maritima,,,SUMA2,54,54,,3,37,984,,,X,H,,,C,
8683,nispero cimarron,Symplocos,UNK,lanata,,,SYLA2,54,54,,3,37,980,,,X,H,,,C,
8684,Martinique sweetleaf,Symplocos,UNK,martinicensis,,,SYMA,54,54,,3,37,984,,,X,H,,,C,
8685,aceitunilla,Symplocos,UNK,micrantha,,,SYMI3,54,54,,3,37,984,,,X,H,,,C,
333,California buckeye,Aesculus,UNK,californica,,,AECA,41,NA,NA,3,27,221,,,,H,,W,,
542,Oregon ash,Fraxinus,UNK,latifolia,,,FRLA,43,NA,NA,4,33,135,,,,H,,W,,
768,bitter cherry,Prunus,UNK,emarginata,,,PREM,43,NA,NA,4,25,221,,,,H,,W,,
805,canyon live oak,Quercus,UNK,chrysolepis,,,QUCH2,43,NA,NA,4,29,142,,,,H,,W,,
818,California black oak,Quercus,UNK,kelloggii,,,QUKE,43,NA,NA,4,29,139,,,,H,,W,,
81,incense-cedar,Calocedrus,UNK,decurrens,,,CADE27,9,NA,NA,2,18,10,,,,S,,W,,
62,California juniper,Juniperus,UNK,californica,,,JUCA7,23,NA,NA,2,38,161,,,,S,,W,,
64,western juniper,Juniperus,UNK,occidentalis,,,JUOC,9,NA,NA,2,38,38,,,,S,,W,,
661,Oregon crab apple,Malus,UNK,fusca,,,MAFU,43,NA,NA,4,29,221,,,,H,,W,,
42,Alaska yellow-cedar,Chamaecyparis,UNK,nootkatensis,,,CHNO,9,NA,NA,2,18,9,,,,S,,W,,
231,Pacific yew,Taxus,UNK,brevifolia,,,TABR2,9,NA,NA,2,18,40,,,,S,,W,,
251,California torreya (nutmeg),Torreya,UNK,californica,,,TOCA,9,NA,NA,2,18,40,,,,S,,W,,
981,California-laurel,Umbellularia,UNK,californica,,,UMCA,43,NA,NA,4,29,141,,,,H,,W,,
54,Monterey cypress,Cupressus,UNK,macrocarpa,,,CUMA2,9,NA,NA,2,10,12,,,,S,,W,,
