SPCD,COMMON_NAME,GENUS,MYCO_ASSO,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_SRS,SFTWD_HRDWD,EAST,WEST,CARIBBEAN,ref
6739,Puerto Rico manjack,Cordia,AM,rupicola,,,CORU5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6743,mucilage manjack,Cordia,AM,sulcata,,,COSU3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6746,nigua,Cornutia,AM,obovata,,,COOB4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6747,azulejo,Cornutia,AM,pyramidata,,,COPY2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6750,Corymbia citriodora,Corymbia,AM,citriodora,,,COCI4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6756,cannonball tree,Couroupita,AM,guianensis,,,COGU3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6761,common calabash tree,Crescentia,AM,cujete,,,CRCU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6762,higuerito,Crescentia,AM,linearifolia,,,CRLI5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6763,higuero de sierra,Crescentia,AM,portoricensis,,,CRPO6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6765,Critonia portoricensis,Critonia,AM,portoricensis,,,CRPO7,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6767,maidenberry,Crossopetalum,AM,rhacoma,,,CRRH,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
6773,wild marrow,Croton,AM,astroites,,,CRAS3,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
6774,Croton flavens,Croton,AM,flavens,,,CRFL23,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
6775,sabinon,Croton,AM,poecilanthus,,,CRPO4,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
6786,Japanese cedar,Cryptomeria,AM,japonica,,,CRJA3,52,52,,2,20,980,,,X,S,,,C,10.1111/nph.12221
6788,Chinese fir,Cunninghamia,AM,lanceolata,,,CULA,52,52,,2,20,985,,,X,S,,,C,10.1111/nph.12221
6790,wild ackee,Cupania,AM,americana,,,CUAM,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6792,guara blanca,Cupania,AM,triquetra,,,CUTR,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6795,cedar-of-Goa,Cupressus,AM,lusitanica,,,CULU2,52,52,,2,20,980,,,X,S,,,C,10.1111/nph.12221
6796,Italian cypress,Cupressus,AM,sempervirens,,,CUSE2,52,52,,2,20,980,,,X,S,,,C,10.1111/nph.12221
6834,parrotfeather treefern,Cyathea,AM,andina,,,CYAN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6835,West Indian treefern,Cyathea,AM,arborea,,,CYAR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6839,Jamaican treefern,Cyathea,AM,furfuracea,,,CYFU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6843,small treefern,Cyathea,AM,parvula,,,CYPA7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6848,helecho gigante,Cyathea,AM,tenera,,,CYTE10,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6850,Cybianthus sintenisii,Cybianthus,AM,sintenisii,,,CYSI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6852,queen sago,Cycas,AM,circinalis,,,CYCI3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6857,oreganillo falso,Cynometra,AM,portoricensis,,,CYPO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6867,candletree,Dacryodes,AM,excelsa,,,DAEX,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6869,Indian rosewood,Dalbergia,AM,sissoo,,,DASI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6883,royal poinciana,Delonix,AM,regia,,,DERE,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6888,angelica tree,Dendropanax,AM,arboreus,,,DEAR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6889,palo de vaca,Dendropanax,AM,laurifolius,,,DELA3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6896,chulta,Dillenia,AM,indica,,,DIIN6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6899,Dimocarpus longan,Dimocarpus,AM,longan,,,DILO7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6909,black apple,Diospyros,AM,revoluta,,,DIRE6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6912,Chinese persimmon,Diospyros,AM,sintenisii,,,DISI3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6923,jaboncillo,Ditta,AM,myricoides,,,DIMY,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
6927,Florida hopbush,Dodonaea,AM,viscosa,,,DOVI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6937,cafeillo,Drypetes,AM,alba,,,DRAL5,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6938,varital,Drypetes,AM,glauca,,,DRGL2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
6939,rosewood,Drypetes,AM,ilicifolia,,,DRIL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6940,guiana plum,Drypetes,AM,lateriflora,,,DRLA3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
6961,golden dewdrops,Duranta,AM,erecta,,,DUER,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6966,Dypsis lutescens,Dypsis,AM,lutescens,,,DYLU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6996,monkeysoap,Enterolobium,AM,cyclocarpum,,,ENCY,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
6998,loquat,Eriobotrya,AM,japonica,,,ERJA3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7000,blacktorch,Erithalis,AM,fruticosa,,,ERFR4,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7004,machete,Erythrina,AM,berteriana,,,ERBE3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7005,coral erythrina,Erythrina,AM,corallodendron,,,ERCO22,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7006,crybabytree,Erythrina,AM,crista-galli,,,ERCR6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7007,cock's spur,Erythrina,AM,eggersii,,,EREG,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7008,bucayo,Erythrina,AM,fusca,,,ERFU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7011,mountain immortelle,Erythrina,AM,poeppigiana,,,ERPO5,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7015,tiger's claw,Erythrina,AM,variegata,,,ERVA7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7016,tiger's claw,Erythrina,AM,variegata,orientalis,,ERVAO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7060,white stopper,Eugenia,AM,axillaris,,,EUAX,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7061,blackrodwood,Eugenia,AM,biflora,,,EUBI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7062,Sierra de Cayey stopper,Eugenia,AM,boqueronensis,,,EUBO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7063,guayabota de sierra,Eugenia,AM,borinquensis,,,EUBO4,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7066,redberry stopper,Eugenia,AM,confusa,,,EUCO4,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7067,lathberry,Eugenia,AM,cordata,,,EUCO5,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7068,lathberry,Eugenia,AM,cordata,sintenisii,,EUCOS,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7069,sperry guava,Eugenia,AM,corozalensis,,,EUCO13,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7071,serrette guave,Eugenia,AM,domingensis,,,EUDO,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7072,guasabara,Eugenia,AM,eggersii,,,EUEG,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7075,smooth rodwood,Eugenia,AM,glabrata,,,EUGL6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7076,Luquillo Mountain stopper,Eugenia,AM,haematocarpa,,,EUHA4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7081,privet stopper,Eugenia,AM,ligustrina,,,EULI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7084,birdcherry,Eugenia,AM,monticola,,,EUMO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7089,rockmyrtle,Eugenia,AM,procera,,,EUPR4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7090,Christmas cherry,Eugenia,AM,pseudopsidium,,,EUPS,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7093,serrasuela,Eugenia,AM,serrasuela,,,EUSE9,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7094,sessileleaf stopper,Eugenia,AM,sessiliflora,,,EUSE10,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7098,Stahl's stopper,Eugenia,AM,stahlii,,,EUST3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7100,Stewardson's stopper,Eugenia,AM,stewardsonii,,,EUST6,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7103,Underwood's stopper,Eugenia,AM,underwoodii,,,EUUN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7104,Surinam cherry,Eugenia,AM,uniflora,,,EUUN2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7105,aridland stopper,Eugenia,AM,xerophytica,,,EUXE,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7109,Mexican shrubby spurge,Euphorbia,AM,cotinifolia,,,EUCO24,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7111,mottled spurge,Euphorbia,AM,lactea,,,EULA8,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7112,Indian spurgetree,Euphorbia,AM,neriifolia,,,EUNE4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7113,manchineel berry,Euphorbia,AM,petiolaris,,,EUPE8,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7116,Indiantree spurge,Euphorbia,AM,tirucalli,,,EUTI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7135,Caribbean princewood,Exostema,AM,caribaeum,,,EXCA,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7136,plateado,Exostema,AM,ellipticum,,,EXEL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7137,Exostema sanctae-luciae,Exostema,AM,sanctae-luciae,,,EXSA2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7146,false coffee,Faramea,AM,occidentalis,,,FAOC,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7148,Jamaican cherry fig,Ficus,AM,americana,,,FIAM,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7149,Indian banyan,Ficus,AM,benghalensis,,,FIBE2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7150,weeping fig,Ficus,AM,benjamina,,,FIBE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7151,edible fig,Ficus,AM,carica,,,FICA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7154,brown-woolly fig,Ficus,AM,drupacea,,,FIDR3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7155,Indian rubberplant,Ficus,AM,elastica,,,FIEL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7158,Ficus lutea,Ficus,AM,lutea,,,FILU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7159,fiddleleaf fig,Ficus,AM,lyrata,,,FILY,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7160,Chinese banyan,Ficus,AM,microcarpa,,,FIMI2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7162,tibig,Ficus,AM,nota,,,FINO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7164,amate,Ficus,AM,obtusifolia,,,FIOB,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7166,peepul tree,Ficus,AM,religiosa,,,FIRE3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7173,jaguey,Ficus,AM,stahlii,,,FIST,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7174,sycamore fig,Ficus,AM,sycomorus,,,FISY2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7177,jaguey blanco,Ficus,AM,trigonata,,,FITR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7190,Flueggea acidoton,Flueggea,AM,acidoton,,,FLAC,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7194,inkbush,Forestiera,AM,eggersiana,,,FOEG,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7195,caca ravet,Forestiera,AM,rhamnifolia,,,FORH,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7196,Florida swampprivet,Forestiera,AM,segregata,,,FOSE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7198,oval kumquat,Fortunella,AM,margarita,,,FOMA2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7206,shamel ash,Fraxinus,AM,uhdei,,,FRUH,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7210,silkrubber,Funtumia,AM,elastica,,,FUEL,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7211,avocado,Persea,AM,americana,,,PEAM3,43,54,,3,37,146,,,X,H,E,W,C,10.1111/nph.12221
7212,Gourka,Garcinia,AM,dulcis,,,GADU3,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7213,lemon saptree,Garcinia,AM,hessii,,,GAHE5,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7214,mangosteen,Garcinia,AM,mangostana,,,GAMA10,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7218,palo de cruz,Garcinia,AM,portoricensis,,,GAPO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7223,Garcinia xanthochymus,Garcinia,AM,xanthochymus,,,GAXA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7231,llume,Gaussia,AM,attenuata,,,GAAT,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7235,jagua,Genipa,AM,americana,,,GEAM,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7237,arbol de Navidad,Gesneria,AM,pedunculosa,,,GEPE4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7239,bastard gregre,Ginoria,AM,rohrii,,,GIRO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7245,quickstick,Gliricidia,AM,sepium,,,GLSE2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7256,mata buey,Goetzea,AM,elegans,,,GOEL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7258,grand merisier,Gomidesia,AM,lindeniana,,,GOLI,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7262,Creole cotton,Gossypium,AM,barbadense,,,GOBA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7264,Gossypium hirsutum,Gossypium,AM,hirsutum,,,GOHIH2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7279,lignum-vitae,Guajacum,AM,officinale,,,GUOF,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7280,holywood,Guajacum,AM,sanctum,,,GUSA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7288,alligatorwood,Guarea,AM,glabra,,,GUGL3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7290,American muskwood,Guarea,AM,guidonia,,,GUGU,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7294,haya minga,Guatteria,AM,blainii,,,GUBL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7295,haya blanca,Guatteria,AM,caribaea,,,GUCA2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7298,bastardcedar,Guazuma,AM,ulmifolia,,,GUUL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7299,hammock velvetseed,Guettarda,AM,elliptica,,,GUEL,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7300,frogwood,Guettarda,AM,krugii,,,GUKR,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7302,cucubano de vieques,Guettarda,AM,odorata,,,GUOD,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7303,cucubano,Guettarda,AM,ovalifolia,,,GUOV,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7305,roseta,Guettarda,AM,pungens,,,GUPU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7306,wild guave,Guettarda,AM,scabra,,,GUSC,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7309,cucubano de monte,Guettarda,AM,valenzuelana,,,GUVA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7315,West Indian false box,Gyminda,AM,latifolia,,,GYLA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7317,oysterwood,Gymnanthes,AM,lucida,,,GYLU,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7321,bloodwoodtree,Haematoxylum,AM,campechianum,,,HACA2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7336,false locust,Hebestigma,AM,cubense,,,HECU10,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7347,screwtree,Helicteres,AM,jamaicensis,,,HEJA,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7353,camasey peludo,Henriettea,AM,fascicularis,,,HEFA5,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7354,MacFadyen's camasey,Henriettea,AM,macfadyenii,,,HEMA11,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7355,thinleaf camasey,Henriettea,AM,membranifolia,,,HEME5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7357,jusillo,Henriettea,AM,squamulosum,,,HESQ,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7403,mahoe,Hibiscus,AM,elatus,,,HIEL,54,54,,3,37,995,,,X,H,,,C,10.1111/nph.12221
7409,seaside mahoe,Hibiscus,AM,pernambucensis,,,HIPE3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7410,shoeblackplant,Hibiscus,AM,rosa-sinensis,,,HIRO3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7412,sea hibiscus,Hibiscus,AM,tiliaceus,,,HITI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7418,teta de burra cinarron,Hirtella,AM,rugosa,,,HIRU2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7420,pigeonberry,Hirtella,AM,triandra,,,HITR3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7434,sandbox tree,Hura,AM,crepitans,,,HUCR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7445,inkwood,Hypelate,AM,trifoliata,,,HYTR,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7446,limestone snakevine,Hyperbaena,AM,laurifolia,,,HYLA8,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7455,dahoon,Ilex,AM,cassine,,,ILCA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7456,te,Ilex,AM,cookii,,,ILCO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7457,maconcona,Ilex,AM,guianensis,,,ILGU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7458,Caribbean holly,Ilex,AM,macfadyenii,,,ILMA,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7459,Puerto Rico holly,Ilex,AM,nitida,,,ILNI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7462,gongolin,Ilex,AM,sideroxyloides,,,ILSI,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7463,Sintenis' holly,Ilex,AM,sintenisii,,,ILSI2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7465,Urban's holly,Ilex,AM,urbaniana,,,ILUR,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7466,Ilex urbaniana,Ilex,AM,urbaniana,riedlaei,,ILURR,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7467,inga,Inga,AM,spp.,,,INGA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7470,sacky sac bean,Inga,AM,laurina,,,INLA,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7471,Inga nobilis,Inga,AM,nobilis,,,INNOQ,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7474,river koko,Inga,AM,vera,,,INVE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7479,palo de hierro,Ixora,AM,ferrea,,,IXFE,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7481,white jungleflame,Ixora,AM,thwaitesii,,,IXTH,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7482,black poui,Jacaranda,AM,mimosifolia,,,JAMI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7485,braceletwood,Jacquinia,AM,armillaris,,,JAAR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7487,bois bande,Jacquinia,AM,berteroi,,,JABE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7490,chirriador,Jacquinia,AM,umbellata,,,JAUM,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7491,Barbados nut,Jatropha,AM,curcas,,,JACU2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7492,wild oilnut,Jatropha,AM,hernandiifolia,,,JAHE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7493,coralbush,Jatropha,AM,multifida,,,JAMU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7495,West Indian walnut,Juglans,AM,jamaicensis,,,JUJA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7499,Khaya anthotheca,Khaya,AM,anthotheca,,,KHAN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7501,Senegal mahogany,Khaya,AM,senegalensis,,,KHSE2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7503,Kigelia africana,Kigelia,AM,africana,,,KIAF,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7506,guest tree,Kleinhovia,AM,hospita,,,KLHO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7508,Koanophyllon polyodon,Koanophyllon,AM,polyodon,,,KOPO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7514,leadwood,Krugiodendron,AM,ferreum,,,KRFE,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7532,crapemyrtle,Lagerstroemia,AM,indica,,,LAIN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7533,pride of India,Lagerstroemia,AM,speciosa,,,LASP,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7541,nino de cota,Laplacea,AM,portoricensis,,,LAPO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7550,henna,Lawsonia,AM,inermis,,,LAIN5,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7552,Krug's roughleaf,Leandra,AM,krugiana,,,LEKR,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7556,pitahaya,Leptocereus,AM,quadricostatus,,,LEQU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7565,white leadtree,Leucaena,AM,leucocephala,,,LELE10,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7569,Maria laurel,Licaria,AM,brittoniana,,,LIBR5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7570,Puerto Rico cinnamon,Licaria,AM,parvifolia,,,LIPA9,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7573,pepperleaf sweetwood,Licaria,AM,triandra,,,LITR,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7574,Amur privet,Ligustrum,AM,amurense,,,LIAM,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7590,geno geno,Lonchocarpus,AM,domingensis,,,LODO5,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7591,geno,Lonchocarpus,AM,glaucifolius,,,LOGL2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7592,broadleaf lancepod,Lonchocarpus,AM,heptaphyllus,,,LOHE7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7600,luehea,Luehea,AM,speciosa,,,LUSP11,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7628,palo de hoz,Machaerium,AM,lunatum,,,MALU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7630,Puerto Rico alfilerillo,Machaonia,AM,portoricensis,,,MAPO6,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7632,Maclura tinctoria,Maclura,AM,tinctoria,,,MATI3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7633,umbrella-tree,Maesopsis,AM,eminii,,,MAEM2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7635,Puerto Rico magnolia,Magnolia,AM,portoricensis,,,MAPO2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7636,laurel magnolia,Magnolia,AM,splendens,,,MASP,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7677,palo de cana,Mappia,AM,racemosa,,,MARA3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7684,beruquillo,Marlierea,AM,sintenisii,,,MASI3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7688,Matayba apetala,Matayba,AM,apetala,,,MAAP5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7689,negra lora,Matayba,AM,domingensis,,,MADO2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7695,Caribbean mayten,Maytenus,AM,cymosa,,,MACY2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7697,Puerto Rico mayten,Maytenus,AM,elongata,,,MAEL3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7698,white cinnamon,Maytenus,AM,laevigata,,,MALA8,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7699,ponce mayten,Maytenus,AM,ponceana,,,MAPO5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7702,Mecranium latifolium,Mecranium,AM,latifolium,,,MELA7,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
